#custcode;prodcode;
C1630;P010;
C1056;P026;
C1272;P014;
C1300;P001;
C1507;P010;
C0026;P034;
C1893;P028;
C1205;P046;
C1060;P028;
C0925;P036;
C1003;P025;
C1832;P039;
C0995;P013;
C1969;P029;
C0352;P008;
C1689;P041;
C0913;P022;
C0067;P016;
C1910;P001;
C1952;P013;
C0703;P013;
C1820;P005;
C1247;P046;
C0812;P034;
C1848;P022;
C1847;P004;
C0581;P002;
C1506;P040;
C1611;P028;
C0140;P004;
C1833;P047;
C0651;P036;
C1216;P046;
C0205;P023;
C0351;P043;
C0167;P009;
C0055;P008;
C1649;P004;
C0964;P033;
C1469;P043;
C1140;P004;
C1938;P024;
C0314;P050;
C1253;P016;
C0072;P044;
C0350;P048;
C1813;P004;
C1025;P015;
C1707;P004;
C1038;P033;
C1591;P006;
C0460;P016;
C0606;P010;
C1780;P046;
C0857;P041;
C0213;P026;
C1061;P009;
C0026;P047;
C1167;P047;
C0725;P006;
C0604;P007;
C1018;P003;
C1933;P033;
C0521;P001;
C0048;P004;
C1393;P029;
C0225;P049;
C0838;P045;
C0830;P006;
C0986;P017;
C0668;P022;
C1453;P046;
C0305;P036;
C0925;P007;
C1880;P032;
C0357;P036;
C0258;P032;
C1073;P034;
C1356;P017;
C1897;P042;
C0663;P029;
C1738;P043;
C1348;P015;
C1664;P003;
C1131;P017;
C1985;P025;
C1686;P013;
C0037;P042;
C0559;P012;
C1557;P023;
C0715;P040;
C1304;P022;
C1533;P034;
C0384;P029;
C1986;P015;
C0394;P019;
C1775;P002;
C1364;P042;
C1752;P038;
C1942;P036;
C0364;P016;
C1847;P045;
C0218;P044;
C1371;P011;
C1631;P013;
C1796;P001;
C1504;P001;
C1083;P011;
C1100;P020;
C1814;P020;
C1054;P010;
C1656;P001;
C1193;P037;
C0726;P036;
C1575;P032;
C1331;P039;
C1974;P027;
C1128;P001;
C1870;P007;
C0020;P045;
C0009;P025;
C1581;P038;
C1415;P036;
C1951;P035;
C1618;P032;
C1875;P019;
C0326;P040;
C0214;P013;
C1085;P032;
C0540;P033;
C0400;P002;
C0538;P049;
C1216;P013;
C0323;P006;
C0645;P006;
C0768;P042;
C1932;P042;
C1412;P004;
C0011;P003;
C1017;P029;
C1111;P046;
C0216;P033;
C0499;P005;
C1114;P005;
C1278;P044;
C1193;P016;
C1023;P035;
C0408;P012;
C0678;P039;
C1449;P040;
C1571;P029;
C1828;P007;
C1131;P001;
C0907;P033;
C0995;P007;
C0250;P047;
C1989;P008;
C1490;P049;
C0049;P031;
C0111;P028;
C1124;P033;
C1953;P047;
C1598;P003;
C0265;P032;
C1811;P026;
C0771;P020;
C1341;P028;
C1848;P032;
C0048;P031;
C0676;P007;
C0785;P021;
C0765;P036;
C1077;P036;
C1329;P009;
C0953;P045;
C1512;P033;
C0918;P036;
C1340;P015;
C1571;P010;
C0715;P040;
C0992;P016;
C1081;P019;
C1985;P047;
C1872;P043;
C0081;P021;
C1447;P045;
C1389;P008;
C0228;P006;
C0413;P011;
C1766;P004;
C1812;P044;
C1377;P034;
C0775;P040;
C1241;P034;
C1040;P006;
C0278;P005;
C0188;P005;
C0941;P019;
C1638;P025;
C0965;P016;
C0672;P042;
C0540;P009;
C0046;P038;
C1491;P005;
C1625;P014;
C0980;P025;
C0310;P039;
C0806;P046;
C1309;P029;
C1479;P031;
C0165;P036;
C0440;P008;
C1574;P033;
C1907;P033;
C0824;P047;
C0609;P023;
C1122;P015;
C0228;P048;
C1448;P036;
C0385;P019;
C0135;P040;
C0798;P041;
C0268;P034;
C1353;P016;
C1748;P036;
C1547;P010;
C0499;P014;
C1809;P042;
C0308;P014;
C1565;P026;
C1505;P009;
C1364;P012;
C0397;P030;
C0780;P005;
C0134;P027;
C0576;P025;
C0196;P049;
C0585;P031;
C1051;P023;
C0191;P043;
C1323;P008;
C0424;P045;
C1289;P016;
C0321;P048;
C1862;P015;
C1595;P011;
C0208;P048;
C0800;P047;
C1809;P042;
C1772;P010;
C1170;P027;
C0929;P039;
C1316;P043;
C1932;P042;
C1416;P041;
C0805;P049;
C0303;P029;
C1554;P022;
C1841;P011;
C1154;P016;
C1591;P033;
C1583;P001;
C0489;P004;
C0159;P037;
C0628;P039;
C1231;P050;
C1842;P011;
C0771;P021;
C1819;P038;
C1221;P006;
C1648;P009;
C1267;P040;
C0624;P032;
C1741;P034;
C1851;P034;
C1282;P013;
C1918;P019;
C1897;P010;
C1466;P048;
C0788;P048;
C0744;P031;
C0588;P029;
C1132;P020;
C1464;P048;
C1533;P009;
C0886;P023;
C1609;P042;
C0804;P014;
C1977;P001;
C1369;P026;
C0004;P003;
C1420;P007;
C0919;P036;
C0385;P047;
C0219;P014;
C0491;P004;
C1482;P008;
C1603;P040;
C1612;P042;
C0552;P037;
C1007;P015;
C1625;P005;
C1655;P013;
C1904;P002;
C0202;P040;
C1143;P044;
C1682;P047;
C0238;P015;
C1359;P025;
C0919;P049;
C1752;P014;
C0643;P007;
C1704;P047;
C0830;P010;
C1850;P035;
C0536;P042;
C0894;P044;
C0668;P004;
C0674;P007;
C0488;P023;
C1059;P016;
C0720;P018;
C1648;P020;
C1544;P019;
C1797;P041;
C1687;P040;
C0935;P041;
C0575;P025;
C0095;P044;
C1210;P010;
C1908;P050;
C1534;P023;
C1458;P043;
C0655;P032;
C1845;P011;
C1324;P033;
C1139;P003;
C1329;P009;
C1716;P023;
C1809;P003;
C0138;P003;
C0655;P002;
C1375;P029;
C1507;P010;
C1085;P044;
C1766;P043;
C1753;P017;
C0936;P033;
C1679;P045;
C1729;P029;
C0386;P015;
C1582;P044;
C0426;P034;
C1715;P010;
C1581;P033;
C0133;P033;
C0793;P023;
C1766;P004;
C1656;P046;
C1862;P002;
C1575;P038;
C1567;P006;
C1099;P038;
C0640;P017;
C0645;P009;
C0245;P022;
C1869;P032;
C0723;P009;
C0743;P004;
C1180;P021;
C1240;P015;
C1443;P034;
C0115;P019;
C1619;P045;
C0824;P047;
C1588;P029;
C1683;P010;
C1212;P034;
C1184;P015;
C1086;P039;
C1725;P028;
C1981;P038;
C0605;P002;
C0090;P023;
C1642;P003;
C0693;P038;
C0860;P014;
C0820;P006;
C0802;P047;
C0319;P002;
C1641;P022;
C1677;P038;
C0643;P048;
C1850;P012;
C1808;P037;
C1338;P002;
C0845;P034;
C1419;P037;
C1408;P016;
C0225;P045;
C0262;P032;
C1085;P020;
C1930;P041;
C0902;P017;
C1307;P005;
C0288;P002;
C0484;P022;
C1722;P026;
C1168;P043;
C1610;P017;
C1173;P033;
C0629;P045;
C0015;P004;
C0602;P036;
C0301;P050;
C0228;P017;
C0012;P045;
C0371;P009;
C0416;P011;
C1804;P040;
C0155;P046;
C1469;P041;
C1434;P042;
C1186;P047;
C0114;P008;
C0772;P028;
C0235;P019;
C0301;P042;
C1511;P010;
C0070;P004;
C1071;P046;
C0983;P020;
C0112;P037;
C1516;P029;
C1390;P027;
C0859;P014;
C0284;P016;
C1411;P001;
C1044;P022;
C1001;P008;
C0045;P006;
C0082;P038;
C0890;P002;
C0075;P001;
C0153;P045;
C1694;P015;
C1863;P003;
C0523;P029;
C1784;P023;
C1644;P003;
C0640;P035;
C0111;P026;
C0544;P014;
C0897;P025;
C1063;P002;
C1271;P034;
C0761;P022;
C0306;P046;
C0461;P046;
C1729;P047;
C0809;P005;
C0383;P039;
C1298;P043;
C1048;P010;
C0994;P006;
C0225;P036;
C1042;P036;
C1362;P032;
C0618;P004;
C1148;P015;
C1812;P034;
C1611;P037;
C1362;P018;
C1734;P032;
C1843;P005;
C0958;P020;
C0686;P031;
C1755;P038;
C1344;P016;
C1920;P006;
C1527;P015;
C1354;P014;
C0004;P032;
C1508;P022;
C1820;P005;
C0953;P034;
C0896;P003;
C1314;P004;
C1396;P032;
C0560;P006;
C0424;P023;
C0094;P025;
C0709;P014;
C1785;P007;
C0881;P026;
C1133;P002;
C1447;P039;
C1087;P010;
C1120;P006;
C0785;P012;
C1407;P043;
C0298;P011;
C0007;P002;
C0126;P011;
C0621;P042;
C0954;P011;
C0943;P009;
C1002;P044;
C1678;P038;
C1141;P007;
C1828;P045;
C0921;P003;
C1963;P001;
C1552;P010;
C1018;P013;
C1805;P003;
C1577;P017;
C0423;P044;
C0039;P034;
C1037;P043;
C0941;P019;
C1983;P043;
C1077;P001;
C0080;P017;
C0013;P043;
C0827;P014;
C0752;P033;
C1810;P004;
C1015;P012;
C1948;P003;
C1870;P020;
C1141;P015;
C1185;P015;
C0319;P019;
C1908;P024;
C1277;P046;
C1509;P033;
C1157;P040;
C0205;P011;
C0288;P022;
C0485;P044;
C1371;P029;
C1971;P013;
C0356;P025;
C0580;P014;
C1786;P016;
C0584;P002;
C0719;P006;
C0057;P046;
C0697;P023;
C0098;P013;
C0793;P032;
C1100;P034;
C1459;P048;
C0056;P014;
C1670;P042;
C0180;P008;
C1706;P007;
C1939;P046;
C1879;P021;
C1520;P013;
C1926;P003;
C0828;P005;
C0356;P017;
C1705;P019;
C0428;P037;
C1079;P015;
C0310;P025;
C1746;P035;
C1790;P049;
C1729;P028;
C1734;P048;
C1342;P005;
C1168;P043;
C0232;P017;
C1500;P007;
C1002;P015;
C0641;P033;
C1302;P043;
C1640;P047;
C0502;P006;
C1710;P021;
C0459;P046;
C1027;P015;
C0526;P050;
C0357;P036;
C0303;P037;
C1767;P019;
C0988;P005;
C1332;P011;
C1688;P049;
C0685;P009;
C0037;P009;
C0653;P002;
C0606;P023;
C1158;P034;
C0320;P002;
C1164;P040;
C0630;P049;
C1056;P016;
C1473;P038;
C0942;P008;
C0580;P038;
C1530;P042;
C0420;P034;
C0407;P004;
C0816;P011;
C0138;P011;
C0668;P047;
C1984;P034;
C1721;P022;
C0575;P044;
C0902;P040;
C1337;P015;
C0570;P001;
C0118;P025;
C1387;P001;
C0398;P012;
C0954;P004;
C0872;P017;
C0881;P025;
C1023;P007;
C1864;P016;
C0783;P015;
C0548;P037;
C1315;P005;
C1050;P003;
C0780;P021;
C1708;P033;
C1380;P023;
C1222;P010;
C1612;P002;
C1028;P036;
C1043;P008;
C0649;P050;
C1257;P015;
C1394;P029;
C0818;P002;
C0121;P016;
C0861;P015;
C0952;P045;
C1031;P025;
C0870;P017;
C1533;P009;
C0869;P038;
C0505;P002;
C1005;P016;
C0856;P004;
C0178;P002;
C1912;P037;
C1964;P036;
C1169;P010;
C0423;P036;
C1631;P013;
C0935;P043;
C1439;P035;
C0006;P002;
C1700;P042;
C0905;P027;
C1837;P033;
C1688;P014;
C1858;P047;
C0927;P038;
C1065;P040;
C0441;P040;
C0150;P008;
C1320;P046;
C1335;P002;
C0394;P034;
C1959;P022;
C0026;P006;
C1446;P028;
C1116;P006;
C1240;P009;
C1935;P023;
C1263;P009;
C1922;P017;
C1239;P003;
C0483;P040;
C0587;P004;
C1376;P011;
C1854;P046;
C0338;P006;
C1368;P005;
C0092;P043;
C0562;P003;
C0289;P009;
C0463;P005;
C0044;P026;
C0890;P040;
C0298;P033;
C1232;P023;
C1714;P014;
C1548;P021;
C0931;P028;
C0155;P022;
C0796;P049;
C0197;P008;
C0688;P015;
C0516;P013;
C1702;P014;
C0044;P011;
C1935;P047;
C0830;P003;
C0263;P010;
C1804;P042;
C1588;P042;
C1081;P037;
C0368;P007;
C1172;P017;
C1925;P039;
C0436;P031;
C0040;P009;
C0343;P007;
C0877;P020;
C0674;P038;
C0681;P008;
C0305;P046;
C1848;P012;
C0761;P036;
C1129;P028;
C1641;P003;
C1625;P005;
C1109;P009;
C0364;P008;
C1531;P016;
C1908;P033;
C1158;P002;
C0264;P039;
C1981;P041;
C1817;P026;
C0953;P006;
C0464;P041;
C0574;P046;
C1325;P043;
C0054;P033;
C0169;P033;
C0201;P012;
C0137;P045;
C1255;P022;
C0199;P013;
C0875;P018;
C1939;P039;
C0535;P038;
C1457;P034;
C1578;P016;
C1883;P022;
C1450;P012;
C0756;P013;
C1447;P032;
C0792;P046;
C0884;P022;
C0671;P016;
C0222;P003;
C0605;P012;
C1685;P013;
C0865;P046;
C1376;P046;
C1078;P036;
C1648;P045;
C1694;P022;
C1925;P032;
C1486;P036;
C0193;P043;
C1901;P003;
C0822;P003;
C0451;P038;
C0220;P025;
C0670;P017;
C1034;P033;
C0755;P048;
C1673;P009;
C1527;P002;
C1666;P043;
C1571;P010;
C0655;P002;
C1508;P043;
C0654;P002;
C1445;P046;
C0753;P047;
C0097;P027;
C1911;P032;
C1022;P006;
C0883;P017;
C0490;P004;
C1938;P043;
C1170;P009;
C1425;P015;
C0208;P010;
C1323;P036;
C1463;P003;
C1306;P002;
C0390;P049;
C0524;P040;
C0518;P017;
C1611;P034;
C1216;P031;
C0871;P042;
C1851;P033;
C0337;P006;
C1018;P032;
C1913;P045;
C1964;P036;
C1902;P009;
C1212;P023;
C0533;P001;
C1903;P033;
C1759;P013;
C1121;P050;
C0997;P040;
C0528;P011;
C0263;P040;
C1126;P025;
C0522;P001;
C1680;P038;
C1555;P017;
C0470;P036;
C0182;P036;
C0474;P050;
C0564;P023;
C0456;P019;
C1936;P034;
C0009;P002;
C0496;P005;
C0292;P009;
C1629;P048;
C0432;P036;
C0056;P014;
C1431;P047;
C0049;P037;
C0474;P020;
C0658;P026;
C1405;P042;
C0051;P002;
C1978;P011;
C1769;P035;
C0119;P042;
C0268;P031;
C0659;P049;
C0142;P042;
C1132;P045;
C1631;P040;
C0670;P033;
C1083;P008;
C0011;P026;
C0152;P039;
C0984;P032;
C1140;P036;
C0444;P022;
C0018;P038;
C1612;P002;
C0908;P032;
C1866;P007;
C1654;P009;
C1371;P039;
C1915;P036;
C1899;P019;
C1258;P040;
C0980;P045;
C0528;P026;
C0650;P023;
C1134;P002;
C0316;P034;
C1979;P005;
C0307;P042;
C0464;P017;
C0087;P020;
C0508;P007;
C1420;P040;
C0074;P046;
C1492;P019;
C0943;P042;
C0390;P028;
C1621;P048;
C1567;P008;
C1412;P040;
C0680;P013;
C1615;P036;
C0997;P044;
C1802;P002;
C1340;P025;
C1763;P001;
C1791;P046;
C1774;P045;
C0036;P034;
C0388;P029;
C0425;P007;
C0596;P025;
C0614;P004;
C1621;P048;
C1816;P020;
C1446;P001;
C1119;P047;
C0901;P026;
C1462;P030;
C1808;P037;
C1229;P017;
C1362;P012;
C1427;P034;
C0785;P043;
C1117;P047;
C1302;P001;
C1124;P049;
C0906;P016;
C1022;P006;
C0346;P007;
C1687;P042;
C0010;P008;
C1433;P041;
C0781;P017;
C0056;P043;
C0509;P016;
C1235;P007;
C1972;P003;
C1994;P009;
C1965;P001;
C1020;P002;
C0160;P011;
C0147;P043;
C0164;P022;
C1878;P023;
C1348;P047;
C1481;P042;
C0815;P037;
C0865;P005;
C0088;P022;
C1198;P014;
C1930;P049;
C1113;P046;
C0622;P044;
C0987;P025;
C0722;P017;
C1260;P021;
C0312;P013;
C1648;P012;
C1563;P049;
C0855;P013;
C0049;P033;
C0230;P034;
C1223;P028;
C0359;P031;
C0650;P023;
C0341;P006;
C0482;P003;
C0054;P014;
C0253;P013;
C0284;P002;
C1888;P004;
C1832;P008;
C0216;P004;
C0893;P025;
C1512;P005;
C0292;P009;
C0885;P036;
C1808;P003;
C1964;P028;
C0916;P011;
C1858;P014;
C1260;P040;
C1079;P007;
C1066;P004;
C1183;P036;
C0113;P034;
C0058;P040;
C1769;P017;
C0725;P010;
C0365;P005;
C1656;P005;
C0063;P018;
C1208;P039;
C1018;P007;
C1041;P032;
C1581;P033;
C1268;P011;
C1385;P024;
C1749;P037;
C0930;P009;
C1201;P019;
C1442;P045;
C0026;P006;
C0625;P043;
C0373;P014;
C1869;P011;
C0266;P033;
C0093;P036;
C1791;P025;
C1586;P050;
C1876;P003;
C0399;P021;
C1915;P015;
C0341;P006;
C1163;P015;
C1272;P011;
C1856;P013;
C1397;P038;
C0868;P003;
C0882;P048;
C0487;P016;
C0613;P033;
C1443;P047;
C1101;P032;
C1966;P001;
C1861;P003;
C1414;P043;
C0345;P007;
C0554;P034;
C0489;P040;
C0878;P047;
C1516;P011;
C0039;P046;
C1793;P004;
C1269;P010;
C1481;P042;
C1776;P040;
C1199;P019;
C0686;P042;
C1315;P001;
C0993;P006;
C1750;P037;
C1652;P008;
C1837;P033;
C0221;P015;
C1161;P042;
C1339;P013;
C0867;P004;
C1634;P050;
C1384;P006;
C0226;P007;
C0349;P021;
C0100;P028;
C0446;P023;
C0088;P022;
C1062;P029;
C1181;P027;
C1606;P009;
C0570;P017;
C1125;P024;
C0742;P029;
C1105;P045;
C0223;P006;
C0143;P014;
C1941;P040;
C1032;P032;
C1773;P044;
C0571;P027;
C0295;P043;
C0793;P003;
C1465;P048;
C1335;P016;
C1930;P041;
C1343;P018;
C0850;P011;
C1307;P033;
C1170;P006;
C0317;P019;
C0515;P032;
C0652;P001;
C1667;P005;
C0803;P047;
C1248;P037;
C0051;P025;
C0026;P028;
C0173;P002;
C1340;P011;
C0295;P002;
C0052;P040;
C0762;P036;
C1110;P001;
C1597;P016;
C0281;P048;
C1985;P047;
C0834;P026;
C1910;P022;
C0555;P037;
C1491;P039;
C0618;P046;
C1175;P028;
C1243;P005;
C1133;P013;
C0298;P046;
C0843;P050;
C0190;P005;
C0797;P045;
C0526;P050;
C0015;P028;
C1357;P019;
C1817;P020;
C1473;P001;
C1624;P021;
C1276;P032;
C1700;P009;
C1235;P011;
C0686;P045;
C0489;P004;
C1401;P032;
C1993;P019;
C0544;P001;
C1967;P002;
C1199;P039;
C1546;P020;
C0510;P045;
C0179;P002;
C0078;P016;
C1204;P020;
C0378;P007;
C1564;P026;
C0696;P007;
C0577;P003;
C0014;P015;
C1067;P032;
C0529;P015;
C1207;P050;
C0894;P018;
C0989;P042;
C1453;P025;
C0792;P033;
C0361;P046;
C1961;P005;
C1466;P008;
C0356;P017;
C1876;P019;
C1537;P017;
C1352;P043;
C0993;P049;
C0658;P023;
C1392;P014;
C0568;P047;
C0224;P033;
C1950;P047;
C0463;P049;
C0540;P019;
C1415;P018;
C0784;P014;
C0419;P021;
C1130;P039;
C1467;P003;
C0277;P037;
C0163;P020;
C1567;P044;
C0881;P014;
C0198;P008;
C0994;P007;
C1274;P022;
C0461;P026;
C1779;P046;
C1862;P002;
C0139;P004;
C0087;P004;
C1644;P011;
C0349;P007;
C0792;P046;
C0119;P021;
C1325;P008;
C1956;P049;
C0180;P043;
C1225;P046;
C1371;P027;
C0851;P015;
C0905;P029;
C0270;P035;
C1029;P007;
C0627;P020;
C0561;P025;
C0876;P006;
C1717;P020;
C0531;P048;
C1374;P022;
C1084;P011;
C1483;P004;
C0715;P028;
C0833;P006;
C0344;P007;
C1630;P010;
C1371;P022;
C0806;P029;
C0579;P047;
C0274;P019;
C1854;P046;
C1942;P045;
C0463;P008;
C1357;P017;
C1916;P047;
C1539;P019;
C0892;P035;
C0002;P001;
C0646;P038;
C0144;P038;
C0628;P039;
C0980;P027;
C0273;P009;
C0527;P011;
C1821;P026;
C1319;P022;
C1114;P046;
C1020;P042;
C1503;P013;
C0663;P039;
C1487;P005;
C0394;P034;
C1343;P033;
C0227;P033;
C0278;P037;
C0924;P038;
C0246;P023;
C0376;P006;
C1634;P033;
C0267;P025;
C1831;P007;
C1364;P022;
C2000;P010;
C1953;P047;
C1696;P016;
C1955;P044;
C1421;P002;
C0767;P034;
C0341;P015;
C1473;P036;
C0272;P001;
C1624;P040;
C1104;P014;
C1187;P015;
C0459;P046;
C1630;P043;
C1039;P029;
C1581;P022;
C1721;P026;
C0119;P047;
C1294;P003;
C1520;P007;
C0652;P012;
C1887;P042;
C0084;P034;
C1778;P009;
C1270;P032;
C1115;P040;
C0735;P041;
C0775;P006;
C0211;P043;
C0035;P008;
C0567;P017;
C1159;P045;
C0349;P014;
C1152;P039;
C0308;P015;
C1472;P008;
C0987;P005;
C1407;P043;
C1871;P042;
C0119;P010;
C0602;P014;
C1981;P005;
C1984;P011;
C1486;P005;
C0836;P008;
C0429;P037;
C1630;P002;
C1967;P046;
C0268;P009;
C1164;P040;
C1800;P022;
C0383;P005;
C0561;P012;
C0378;P001;
C0700;P001;
C0375;P025;
C1277;P038;
C1471;P050;
C0909;P015;
C1020;P037;
C1195;P010;
C1500;P007;
C0404;P041;
C1090;P037;
C0133;P049;
C1446;P001;
C1745;P028;
C1215;P033;
C1601;P040;
C1447;P038;
C1917;P043;
C1514;P022;
C0598;P034;
C0076;P006;
C1544;P003;
C0824;P011;
C0567;P023;
C1646;P004;
C0351;P014;
C0630;P038;
C1695;P040;
C1602;P040;
C0680;P023;
C0487;P004;
C1114;P046;
C1347;P028;
C1405;P007;
C1883;P022;
C0275;P036;
C1075;P006;
C0772;P046;
C0879;P021;
C1823;P032;
C0718;P037;
C0563;P042;
C0468;P015;
C1528;P046;
C1120;P006;
C1414;P036;
C0963;P011;
C1624;P013;
C1229;P032;
C1097;P045;
C0620;P022;
C0581;P047;
C0491;P004;
C1836;P009;
C0500;P006;
C1806;P007;
C0737;P027;
C0324;P029;
C1737;P034;
C1097;P050;
C0322;P042;
C0470;P036;
C0472;P029;
C1476;P042;
C0067;P046;
C1112;P040;
C1698;P002;
C1954;P048;
C1640;P047;
C1109;P003;
C1415;P037;
C1609;P022;
C1249;P002;
C1313;P004;
C1398;P032;
C0404;P028;
C0040;P019;
C1043;P043;
C0896;P008;
C1613;P016;
C0877;P001;
C0759;P035;
C0023;P012;
C1509;P008;
C0662;P004;
C0958;P020;
C1379;P033;
C0448;P001;
C1462;P047;
C1856;P014;
C0765;P042;
C0728;P022;
C0109;P013;
C0395;P023;
C1998;P019;
C1635;P050;
C1902;P032;
C0427;P042;
C1424;P038;
C1486;P036;
C1622;P046;
C0399;P025;
C1330;P042;
C0424;P017;
C1897;P006;
C1563;P034;
C1139;P008;
C0104;P019;
C1985;P047;
C0834;P007;
C1364;P019;
C0407;P029;
C1290;P047;
C1662;P003;
C0055;P037;
C1723;P026;
C1918;P037;
C1985;P032;
C1616;P040;
C1997;P010;
C1136;P040;
C1595;P006;
C1345;P045;
C0904;P007;
C1783;P047;
C0495;P005;
C1745;P028;
C1069;P049;
C1069;P047;
C1081;P037;
C0298;P043;
C1112;P009;
C1782;P001;
C1661;P007;
C0767;P038;
C1782;P046;
C1578;P047;
C0364;P043;
C0188;P026;
C0279;P038;
C0100;P036;
C1445;P045;
C1148;P050;
C0487;P039;
C0386;P036;
C0175;P026;
C1102;P007;
C1659;P032;
C0889;P010;
C0048;P011;
C1397;P038;
C1220;P025;
C1904;P033;
C0776;P032;
C0795;P026;
C1918;P003;
C1949;P005;
C0650;P001;
C1406;P034;
C1458;P028;
C0236;P042;
C0599;P035;
C0524;P029;
C0263;P040;
C1278;P007;
C1095;P013;
C0071;P017;
C1931;P010;
C1668;P008;
C1688;P042;
C0686;P002;
C0738;P017;
C1651;P019;
C0035;P034;
C1084;P011;
C1611;P034;
C1265;P047;
C1573;P023;
C1243;P003;
C0840;P009;
C0132;P041;
C1256;P040;
C0808;P014;
C1788;P008;
C1544;P028;
C0360;P014;
C1684;P041;
C1056;P017;
C0656;P012;
C0777;P023;
C1985;P019;
C1348;P028;
C1045;P022;
C1838;P022;
C0904;P043;
C0689;P012;
C0473;P022;
C1446;P046;
C0669;P033;
C0364;P012;
C1075;P036;
C1213;P029;
C0992;P038;
C1181;P022;
C0466;P047;
C1120;P048;
C0058;P028;
C1850;P042;
C0917;P036;
C0326;P003;
C0148;P013;
C1235;P029;
C0071;P005;
C0432;P038;
C0926;P012;
C1619;P010;
C1068;P028;
C0629;P043;
C0099;P036;
C0464;P044;
C0725;P016;
C0790;P047;
C0369;P016;
C0902;P017;
C0419;P007;
C0501;P028;
C1767;P019;
C0489;P004;
C1132;P043;
C0322;P023;
C0717;P021;
C0072;P025;
C1954;P010;
C1496;P007;
C0763;P013;
C1006;P038;
C1291;P014;
C1510;P010;
C0663;P047;
C0635;P046;
C1170;P009;
C0293;P021;
C0222;P004;
C0959;P019;
C1334;P040;
C1997;P033;
C0042;P009;
C1005;P032;
C1659;P037;
C0362;P014;
C1831;P007;
C1773;P037;
C0820;P008;
C0176;P002;
C0029;P007;
C0152;P044;
C0165;P046;
C1615;P012;
C1206;P045;
C1828;P007;
C1943;P045;
C1640;P047;
C0501;P028;
C0488;P012;
C0454;P044;
C0454;P001;
C1669;P009;
C1624;P021;
C0180;P048;
C0530;P016;
C0035;P008;
C0094;P005;
C0491;P008;
C0373;P014;
C0406;P039;
C0347;P007;
C0223;P002;
C1498;P007;
C1164;P009;
C0133;P039;
C0023;P019;
C0540;P014;
C0069;P017;
C1471;P037;
C1133;P003;
C0432;P007;
C1918;P003;
C1919;P037;
C0564;P007;
C0432;P018;
C0970;P030;
C1500;P007;
C0045;P011;
C0536;P044;
C1280;P013;
C1145;P015;
C0853;P012;
C0026;P010;
C0462;P002;
C1289;P047;
C0310;P047;
C0446;P042;
C1403;P031;
C0620;P041;
C1302;P036;
C1081;P037;
C0658;P023;
C0263;P001;
C1526;P023;
C1658;P003;
C1599;P004;
C1722;P024;
C0092;P003;
C1394;P026;
C1300;P043;
C1796;P034;
C0919;P001;
C1246;P034;
C0564;P007;
C0465;P046;
C1754;P035;
C0688;P014;
C1752;P036;
C0527;P045;
C0473;P040;
C0538;P013;
C0638;P005;
C0449;P042;
C0529;P043;
C1445;P038;
C0144;P042;
C0596;P038;
C1880;P021;
C0807;P009;
C1281;P004;
C1588;P031;
C1061;P029;
C1006;P015;
C1183;P040;
C0643;P001;
C1721;P020;
C1474;P001;
C1318;P007;
C0808;P019;
C0591;P033;
C1689;P003;
C0997;P008;
C1487;P002;
C1293;P037;
C1233;P033;
C1505;P011;
